symbol,timestamp,open,high,low,close,volume
BTC,2024-12-02 00:00:00+00:00,97185.17,104088.0,90500.0,101109.59,302152.735462
BTC,2024-12-09 00:00:00+00:00,101109.6,105250.0,94150.05,104463.99,230968.339905
BTC,2024-12-16 00:00:00+00:00,104463.99,108353.0,92232.54,95186.27,281544.242246
BTC,2024-12-23 00:00:00+00:00,95186.28,99963.7,92520.0,93738.2,140614.68725000002
BTC,2024-12-30 00:00:00+00:00,93738.19,98976.91,91530.45,98363.61,111914.7951
BTC,2025-01-06 00:00:00+00:00,98363.61,102724.38,91203.67,94545.06,172710.45967
BTC,2025-01-13 00:00:00+00:00,94545.07,106422.43,89256.69,101331.57,235685.9926
BTC,2025-01-20 00:00:00+00:00,101331.57,109588.0,99550.0,102620.0,254162.140922
BTC,2025-01-27 00:00:00+00:00,102620.01,106457.44,96150.0,97700.59,184203.26328
BTC,2025-02-03 00:00:00+00:00,97700.59,102500.01,91231.0,96462.75,221243.61368
BTC,2025-02-10 00:00:00+00:00,96462.75,98826.0,94088.23,96118.12,122007.40976000001
BTC,2025-02-17 00:00:00+00:00,96118.12,99475.0,93388.09,96258.0,127758.44873
BTC,2025-02-24 00:00:00+00:00,96258.0,96500.0,78258.52,94270.0,373604.39736
BTC,2025-03-03 00:00:00+00:00,94269.99,94416.46,80000.0,80734.37,284471.65101000003
BTC,2025-03-10 00:00:00+00:00,80734.48,85309.71,76606.0,82574.53,211663.09876
BTC,2025-03-17 00:00:00+00:00,82574.52,87453.67,81134.66,86082.5,110906.17447999999
BTC,2025-03-24 00:00:00+00:00,86082.5,88765.43,81565.0,82389.99,137009.32282
BTC,2025-03-31 00:00:00+00:00,82390.0,88500.0,77153.83,78430.0,178247.49297
BTC,2025-04-07 00:00:00+00:00,78430.0,86100.0,74508.0,83760.0,300064.17057
BTC,2025-04-14 00:00:00+00:00,83760.0,86496.42,83111.64,85179.24,108454.4036
BTC,2025-04-21 00:00:00+00:00,85179.24,95758.04,85144.76,93749.3,170625.92468999999
BTC,2025-04-28 00:00:00+00:00,93749.29,97895.68,92800.01,94277.62,113820.08215
BTC,2025-05-05 00:00:00+00:00,94277.61,104984.57,93377.0,104118.0,145910.00118
BTC,2025-05-12 00:00:00+00:00,104118.0,106660.0,100718.37,106454.26,135512.85987000001
BTC,2025-05-19 00:00:00+00:00,106454.27,111980.0,102000.0,109004.19,197357.632795
BTC,2025-05-26 00:00:00+00:00,109004.2,110718.0,103068.55,105642.93,116099.819
BTC,2025-06-02 00:00:00+00:00,105642.93,106794.67,100372.26,105734.0,95301.97979
BTC,2025-06-09 00:00:00+00:00,105734.01,110530.17,102664.31,105594.01,110085.74896
BTC,2025-06-16 00:00:00+00:00,105594.02,108952.38,98200.0,100963.87,110755.93156
BTC,2025-06-23 00:00:00+00:00,100963.87,108528.5,99613.33,108356.93,91938.97808
BTC,2025-06-30 00:00:00+00:00,108356.93,110529.18,105100.19,109203.84,72977.17629999999
BTC,2025-07-07 00:00:00+00:00,109203.85,119488.0,107429.57,119086.64,104658.05244
BTC,2025-07-14 00:00:00+00:00,119086.65,123218.0,115736.92,117265.12,131579.689337
BTC,2025-07-21 00:00:00+00:00,117265.11,120247.8,114723.16,119415.55,123158.43225
BTC,2025-07-28 00:00:00+00:00,119415.56,119800.0,111920.0,114208.8,105088.62240000001
BTC,2025-08-04 00:00:00+00:00,114208.81,119311.11,112650.0,119294.01,78822.4007
BTC,2025-08-11 00:00:00+00:00,119294.27,124474.0,116803.99,117405.01,120321.123656
BTC,2025-08-18 00:00:00+00:00,117405.01,117543.75,110680.0,113493.59,117920.88503
BTC,2025-08-25 00:00:00+00:00,113493.59,113667.28,107350.1,108246.35,110910.33675
BTC,2025-09-01 00:00:00+00:00,108246.36,113384.62,107255.0,111137.34,90809.75324
BTC,2025-09-08 00:00:00+00:00,111137.35,116665.63,110621.78,115268.01,88456.94711000001
BTC,2025-09-15 00:00:00+00:00,115268.01,117900.0,114384.0,115232.29,70729.4403
BTC,2025-09-22 00:00:00+00:00,115232.29,115379.25,108620.07,112163.95,93970.57704
BTC,2025-09-29 00:00:00+00:00,112163.96,125708.42,111560.65,123482.31,124480.098903
BTC,2025-10-06 00:00:00+00:00,123482.32,126199.63,102000.0,114958.8,211576.359223
BTC,2025-10-13 00:00:00+00:00,114958.81,115963.81,109866.0,113126.19,62453.78673
