symbol,timestamp,open,high,low,close,volume
TRX,2024-12-02 00:00:00+00:00,0.2072,0.45,0.2033,0.3183,16392413130.1
TRX,2024-12-09 00:00:00+00:00,0.3183,0.3209,0.2407,0.2856,8099302623.5
TRX,2024-12-16 00:00:00+00:00,0.2856,0.3047,0.2242,0.2442,8678600685.4
TRX,2024-12-23 00:00:00+00:00,0.2443,0.2654,0.2415,0.2578,4490382741.4
TRX,2024-12-30 00:00:00+00:00,0.2578,0.2742,0.2504,0.2627,3425921291.8
TRX,2025-01-06 00:00:00+00:00,0.2627,0.2716,0.2316,0.2336,4570666793.6
TRX,2025-01-13 00:00:00+00:00,0.2336,0.2679,0.2168,0.2287,7381302308.0
TRX,2025-01-20 00:00:00+00:00,0.2286,0.2614,0.2241,0.2462,6630586708.3
TRX,2025-01-27 00:00:00+00:00,0.2463,0.258,0.2224,0.2255,4833113454.5
TRX,2025-02-03 00:00:00+00:00,0.2255,0.2377,0.2011,0.2322,6629079279.0
TRX,2025-02-10 00:00:00+00:00,0.2322,0.2491,0.228,0.2424,3124679636.5
TRX,2025-02-17 00:00:00+00:00,0.2424,0.2506,0.2325,0.246,2868338534.9
TRX,2025-02-24 00:00:00+00:00,0.246,0.249,0.2171,0.2441,6306978739.5
TRX,2025-03-03 00:00:00+00:00,0.2441,0.2509,0.2267,0.2321,4326162410.0
TRX,2025-03-10 00:00:00+00:00,0.2322,0.2381,0.2109,0.2119,3873850643.4
TRX,2025-03-17 00:00:00+00:00,0.2119,0.2437,0.2111,0.23,3586814892.3
TRX,2025-03-24 00:00:00+00:00,0.23,0.2358,0.2251,0.2319,2295192776.1
TRX,2025-03-31 00:00:00+00:00,0.2318,0.2418,0.2283,0.2301,2193653342.4
TRX,2025-04-07 00:00:00+00:00,0.2301,0.2547,0.221,0.2547,3922920696.2000003
TRX,2025-04-14 00:00:00+00:00,0.2547,0.2597,0.2396,0.2438,3021899880.1
TRX,2025-04-21 00:00:00+00:00,0.2437,0.2544,0.2406,0.2454,3008532260.1
TRX,2025-04-28 00:00:00+00:00,0.2454,0.2499,0.2423,0.2471,1885748953.8
TRX,2025-05-05 00:00:00+00:00,0.2471,0.2687,0.2435,0.2651,3530479928.3
TRX,2025-05-12 00:00:00+00:00,0.2651,0.2801,0.2608,0.2679,4771587092.9
TRX,2025-05-19 00:00:00+00:00,0.268,0.2821,0.2605,0.2723,3501282070.0
TRX,2025-05-26 00:00:00+00:00,0.2723,0.2797,0.2632,0.2708,2183551465.4
TRX,2025-06-02 00:00:00+00:00,0.2708,0.2877,0.2659,0.2817,2037028351.8000002
TRX,2025-06-09 00:00:00+00:00,0.2818,0.2946,0.2669,0.2739,2731886845.3
TRX,2025-06-16 00:00:00+00:00,0.2739,0.2953,0.2589,0.2635,3504605920.0
TRX,2025-06-23 00:00:00+00:00,0.2634,0.2769,0.2633,0.2769,1709761463.0
TRX,2025-06-30 00:00:00+00:00,0.2769,0.288,0.2759,0.287,1150311571.7
TRX,2025-07-07 00:00:00+00:00,0.287,0.3068,0.2854,0.3028,1962546655.0
TRX,2025-07-14 00:00:00+00:00,0.3029,0.3344,0.2954,0.314,4218798056.0
TRX,2025-07-21 00:00:00+00:00,0.3141,0.3229,0.3006,0.3199,4570557961.1
TRX,2025-07-28 00:00:00+00:00,0.32,0.351,0.3187,0.3275,5833827510.9
TRX,2025-08-04 00:00:00+00:00,0.3275,0.3422,0.3271,0.3383,2589637192.1
TRX,2025-08-11 00:00:00+00:00,0.3382,0.37,0.3381,0.3534,4111813904.2
TRX,2025-08-18 00:00:00+00:00,0.3533,0.3687,0.3444,0.3614,3673460316.1
TRX,2025-08-25 00:00:00+00:00,0.3614,0.3617,0.3334,0.341,3109404882.7000003
TRX,2025-09-01 00:00:00+00:00,0.341,0.342,0.2977,0.3312,3014056530.8
TRX,2025-09-08 00:00:00+00:00,0.3313,0.3547,0.3294,0.3485,2020764303.6
TRX,2025-09-15 00:00:00+00:00,0.3485,0.3526,0.3387,0.3426,2045495375.1
TRX,2025-09-22 00:00:00+00:00,0.3426,0.3431,0.33,0.3357,2051869122.3
TRX,2025-09-29 00:00:00+00:00,0.3357,0.3459,0.3315,0.3413,1406523500.2
TRX,2025-10-06 00:00:00+00:00,0.3414,0.3473,0.3,0.3227,2532586538.7
TRX,2025-10-13 00:00:00+00:00,0.3228,0.3243,0.3076,0.32,977828974.1000001
