symbol,timestamp,open,high,low,close,volume
XRP,2024-12-02 00:00:00+00:00,2.2937,2.9092,2.1743,2.6013,8391214089.7
XRP,2024-12-09 00:00:00+00:00,2.6013,2.6076,1.9,2.4469,4684470399.0
XRP,2024-12-16 00:00:00+00:00,2.447,2.7281,1.9601,2.2031,4792919280.0
XRP,2024-12-23 00:00:00+00:00,2.2032,2.3507,2.0711,2.0942,1556223323.0
XRP,2024-12-30 00:00:00+00:00,2.0941,2.509,1.9954,2.3994,1800143559.0
XRP,2025-01-06 00:00:00+00:00,2.3993,2.6036,2.2001,2.5046,2052494837.0
XRP,2025-01-13 00:00:00+00:00,2.5045,3.4,2.3297,2.9587,4736936675.43
XRP,2025-01-20 00:00:00+00:00,2.9586,3.3695,2.909,3.0223,2273315514.0
XRP,2025-01-27 00:00:00+00:00,3.0222,3.214,2.4603,2.58,2477352667.0
XRP,2025-02-03 00:00:00+00:00,2.5801,2.7874,1.7711,2.3928,3956434719.0
XRP,2025-02-10 00:00:00+00:00,2.3928,2.8356,2.3235,2.7283,1619987474.0
XRP,2025-02-17 00:00:00+00:00,2.7283,2.7648,2.4693,2.5763,1251088609.0
XRP,2025-02-24 00:00:00+00:00,2.5763,2.999,1.951,2.9396,3123033998.0
XRP,2025-03-03 00:00:00+00:00,2.9395,2.9676,2.083,2.1387,2739092284.0
XRP,2025-03-10 00:00:00+00:00,2.1388,2.4751,1.9,2.2938,1794419040.0
XRP,2025-03-17 00:00:00+00:00,2.2938,2.59,2.2225,2.4393,1280685979.0
XRP,2025-03-24 00:00:00+00:00,2.4392,2.5044,2.0607,2.1369,1053788565.0
XRP,2025-03-31 00:00:00+00:00,2.1371,2.233,1.8625,1.9218,1603346389.0
XRP,2025-04-07 00:00:00+00:00,1.9218,2.2475,1.6134,2.1196,2466834015.0
XRP,2025-04-14 00:00:00+00:00,2.1196,2.1853,2.0355,2.0787,726083448.7
XRP,2025-04-21 00:00:00+00:00,2.0786,2.301,2.0594,2.252,1154235582.7
XRP,2025-04-28 00:00:00+00:00,2.2521,2.363,2.1235,2.156,755671308.4
XRP,2025-05-05 00:00:00+00:00,2.1561,2.4844,2.0777,2.367,1158237896.8
XRP,2025-05-12 00:00:00+00:00,2.3671,2.6549,2.2984,2.428,1514433998.5
XRP,2025-05-19 00:00:00+00:00,2.428,2.4799,2.266,2.3417,948880301.4
XRP,2025-05-26 00:00:00+00:00,2.3416,2.3593,2.0794,2.1792,732979567.9
XRP,2025-06-02 00:00:00+00:00,2.1792,2.2988,2.0591,2.267,690541129.0
XRP,2025-06-09 00:00:00+00:00,2.2669,2.3379,2.0828,2.1655,751671724.9
XRP,2025-06-16 00:00:00+00:00,2.1655,2.337,1.9083,2.0172,871700630.7
XRP,2025-06-23 00:00:00+00:00,2.0173,2.2296,1.9615,2.2061,754999342.2
XRP,2025-06-30 00:00:00+00:00,2.2062,2.3271,2.1475,2.2709,771269703.6
XRP,2025-07-07 00:00:00+00:00,2.2709,2.975,2.2485,2.8361,1891339836.4
XRP,2025-07-14 00:00:00+00:00,2.8361,3.6607,2.8038,3.454,2762624962.8
XRP,2025-07-21 00:00:00+00:00,3.4541,3.6495,2.9555,3.2389,1780809572.5
XRP,2025-07-28 00:00:00+00:00,3.239,3.3308,2.728,2.948,1279545948.8
XRP,2025-08-04 00:00:00+00:00,2.9481,3.3825,2.9014,3.187,1163216798.6
XRP,2025-08-11 00:00:00+00:00,3.1869,3.3512,2.9915,3.0877,1139239574.2
XRP,2025-08-18 00:00:00+00:00,3.0877,3.128,2.7826,3.0258,1072316567.0
XRP,2025-08-25 00:00:00+00:00,3.0259,3.0817,2.7604,2.7757,865618559.2
XRP,2025-09-01 00:00:00+00:00,2.7757,2.9285,2.6975,2.877,740924245.1
XRP,2025-09-08 00:00:00+00:00,2.877,3.1858,2.8627,3.0279,768421898.1
XRP,2025-09-15 00:00:00+00:00,3.028,3.1397,2.9523,2.9701,653204547.8
XRP,2025-09-22 00:00:00+00:00,2.9701,2.9955,2.6975,2.8674,924336525.6
XRP,2025-09-29 00:00:00+00:00,2.8675,3.0998,2.8132,2.9697,801270954.3
XRP,2025-10-06 00:00:00+00:00,2.9697,3.0506,1.2543,2.5282,1683847635.3
XRP,2025-10-13 00:00:00+00:00,2.5283,2.646,2.3888,2.5248,488145781.2
