date,open,high,low,close,volume
2022-10-24 00:00:00+09:00,0.4529,0.4529,0.4529,0.4529,123072922.5
2022-10-31 00:00:00+09:00,0.4605,0.4744,0.4582,0.4641,958394221.7
2022-11-07 00:00:00+09:00,0.4636,0.5064,0.4497,0.4648,972889512.1
2022-11-14 00:00:00+09:00,0.4059,0.4059,0.3331,0.3776,1685081002
2022-11-21 00:00:00+09:00,0.3888,0.3888,0.3608,0.3645,993497667
2022-11-28 00:00:00+09:00,0.3757,0.4078,0.3757,0.3888,974790808.2
2022-12-05 00:00:00+09:00,0.3981,0.4078,0.3873,0.3893,717597509.5
2022-12-12 00:00:00+09:00,0.3914,0.3941,0.3809,0.3874,649856333.6
2022-12-19 00:00:00+09:00,0.3952,0.3952,0.3389,0.3389,760529018.9
2022-12-26 00:00:00+09:00,0.3482,0.3658,0.3449,0.3658,550003248.3
2023-01-02 00:00:00+09:00,0.3675,0.3675,0.3387,0.3482,773883142.8
2023-01-09 00:00:00+09:00,0.3436,0.349,0.338,0.349,717769183.3
2023-01-16 00:00:00+09:00,0.3507,0.3953,0.3507,0.3855,1243293035
2023-01-23 00:00:00+09:00,0.3868,0.4234,0.3782,0.4234,1237121537
2023-01-30 00:00:00+09:00,0.4078,0.417,0.3934,0.3934,861676707.9
2023-02-06 00:00:00+09:00,0.4057,0.4131,0.392,0.392,832274166.4
2023-02-13 00:00:00+09:00,0.4036,0.4036,0.3703,0.3703,800957346.2
2023-02-20 00:00:00+09:00,0.3819,0.4011,0.3819,0.3984,972087054.3
2023-02-27 00:00:00+09:00,0.3919,0.3953,0.3778,0.3785,876631982.4
2023-03-06 00:00:00+09:00,0.3762,0.3835,0.3668,0.3695,826051506
2023-03-13 00:00:00+09:00,0.3801,0.3889,0.3638,0.3724,1397370466
2023-03-20 00:00:00+09:00,0.3724,0.3857,0.3589,0.3734,1080243644
2023-03-27 00:00:00+09:00,0.4696,0.479,0.4213,0.479,2869272392
2023-04-03 00:00:00+09:00,0.5144,0.5425,0.4959,0.4959,2735679038
2023-04-10 00:00:00+09:00,0.5026,0.5176,0.5026,0.5176,972190327.1
2023-04-17 00:00:00+09:00,0.5167,0.5227,0.5049,0.5109,1054301820
2023-04-24 00:00:00+09:00,0.5324,0.5324,0.4491,0.4611,1318010586
2023-05-01 00:00:00+09:00,0.4695,0.4796,0.4618,0.4649,1080366888
2023-05-08 00:00:00+09:00,0.4645,0.4671,0.4283,0.4283,885392181.6
