date,open,high,low,close,volume
2022-10-24 00:00:00+09:00,274.1,274.1,274.1,274.1,42223946.54
2022-10-31 00:00:00+09:00,284.2,325.7,284.2,325.7,1089854209
2022-11-07 00:00:00+09:00,323.9,354.6,320.2,337,1356809024
2022-11-14 00:00:00+09:00,327.4,327.4,267.3,279,2738767522
2022-11-21 00:00:00+09:00,277,277,253.9,253.9,693408322.2
2022-11-28 00:00:00+09:00,266.7,311.4,266.7,293.5,1205949260
2022-12-05 00:00:00+09:00,295.4,300.6,288.4,288.4,833662875
2022-12-12 00:00:00+09:00,290.2,290.4,276.1,276.1,587613296.5
2022-12-19 00:00:00+09:00,272.2,272.2,231.2,240.4,1231784804
2022-12-26 00:00:00+09:00,251.4,251.4,243.2,244.3,313987006.1
2023-01-02 00:00:00+09:00,246.7,246.7,244.4,245.2,272557251.9
2023-01-09 00:00:00+09:00,246.1,274.9,246.1,272.6,426453604.6
2023-01-16 00:00:00+09:00,277.1,305.1,277.1,299,755578918.2
2023-01-23 00:00:00+09:00,299.4,305.1,286.7,305.1,818409123.8
2023-01-30 00:00:00+09:00,300.3,317.2,300.3,307.2,853996891
2023-02-06 00:00:00+09:00,312,332.2,312,324.3,887110689.8
2023-02-13 00:00:00+09:00,333,333,294.3,294.3,905661894.5
2023-02-20 00:00:00+09:00,296.2,317.4,296.2,315.4,1077118690
2023-02-27 00:00:00+09:00,311.5,312.4,302.3,304.6,598903824.9
2023-03-06 00:00:00+09:00,301.4,302.7,287.8,287.8,387959432.9
2023-03-13 00:00:00+09:00,289.3,307.9,276,307.9,823185532.1
2023-03-20 00:00:00+09:00,308.4,338.9,306.3,332.5,1520689328
2023-03-27 00:00:00+09:00,334.4,334.4,310.6,310.6,1158306893
2023-04-03 00:00:00+09:00,313.2,316.9,308.8,308.8,690931487.5
2023-04-10 00:00:00+09:00,310.8,318.5,310.3,318.5,511948443.4
2023-04-17 00:00:00+09:00,322.3,347.7,319.9,340,1212716646
2023-04-24 00:00:00+09:00,343.1,343.1,318.1,331.2,1124570266
2023-05-01 00:00:00+09:00,338.4,338.4,321.9,328.5,1403606768
2023-05-08 00:00:00+09:00,321.5,326.5,313.8,313.8,769994583.4
2023-05-15 00:00:00+09:00,312.1,314.3,307.5,313.4,555644594.8
2023-05-22 00:00:00+09:00,311.4,314.3,306.4,309,403778790.7
2023-05-29 00:00:00+09:00,313.5,314.1,304.5,311.6,639045053.1
2023-06-05 00:00:00+09:00,311.5,311.5,276.9,276.9,815865911.1
2023-06-12 00:00:00+09:00,281.2,281.2,231.3,231.3,1638684562
2023-06-19 00:00:00+09:00,244.2,244.5,236.4,243.1,1119581798
2023-06-26 00:00:00+09:00,247.7,248.8,236.1,236.1,1255701147
2023-07-03 00:00:00+09:00,237.5,247.9,230.6,246.5,1058754755
2023-07-10 00:00:00+09:00,242.5,246.2,232.2,246.2,910958764.3
2023-07-17 00:00:00+09:00,248.6,256.1,242.3,244.1,1239332090
2023-07-24 00:00:00+09:00,240.2,243.7,238.9,238.9,710880967.7
2023-07-31 00:00:00+09:00,237.7,242.5,237.7,241,447477054.2
2023-08-07 00:00:00+09:00,247.7,247.7,240.7,242.1,674714281.9
2023-08-14 00:00:00+09:00,245.2,245.2,239.7,240.4,404482870.8
2023-08-21 00:00:00+09:00,236.7,236.7,210.4,210.4,846594733.2
2023-08-28 00:00:00+09:00,210.9,219,210.9,218.8,624362786.7
2023-09-04 00:00:00+09:00,226.9,226.9,213.7,215.2,564507535.4
2023-09-11 00:00:00+09:00,214.6,217.1,206.1,206.1,421506212.4
2023-09-18 00:00:00+09:00,210.7,216.5,210.7,216,580279668.3
2023-09-25 00:00:00+09:00,217.2,217.2,208.3,209.9,412917179
2023-10-02 00:00:00+09:00,212.6,218.2,212,214.6,562769923.8
2023-10-09 00:00:00+09:00,213.5,213.5,205.8,205.8,435608546.7
2023-10-16 00:00:00+09:00,208.6,214.6,205.1,214.6,614689491.8
2023-10-23 00:00:00+09:00,211.4,228.5,210.2,228.5,572451859.5
2023-10-30 00:00:00+09:00,225.2,228,222.1,228,984577644.1
2023-11-06 00:00:00+09:00,226.2,255.1,226.2,255.1,992494649.7
2023-11-13 00:00:00+09:00,246.2,251.6,241.1,241.1,1449800504
2023-11-20 00:00:00+09:00,242.3,253.7,242.3,253.1,1520174310
2023-11-27 00:00:00+09:00,225.5,236.1,225.5,227.2,2106112056
2023-12-04 00:00:00+09:00,229.6,233.5,227.3,233.5,980196597.7
2023-12-11 00:00:00+09:00,231.2,246.4,229.4,246.4,1549422381
2023-12-18 00:00:00+09:00,254.6,254.6,238.8,241.7,1559144392
2023-12-25 00:00:00+09:00,252.9,272.1,252.9,266.9,1673938383
2024-01-01 00:00:00+09:00,297.7,324.1,297.7,313.5,3089150802
2024-01-08 00:00:00+09:00,312.2,323.7,302.4,303.7,2427690969
2024-01-15 00:00:00+09:00,301.1,317.5,296.6,317.5,2190594930
2024-01-22 00:00:00+09:00,315.2,318.6,305.9,305.9,1619359157
2024-01-29 00:00:00+09:00,298.8,310.7,292.1,310.7,1368248166
2024-02-05 00:00:00+09:00,307.6,307.6,299.7,301.2,825723303.4
2024-02-12 00:00:00+09:00,302.7,327.8,302.7,327.8,1095613339
2024-02-19 00:00:00+09:00,324.7,360.4,324.7,351.6,1844535571
2024-02-26 00:00:00+09:00,354.6,401.6,354.6,401.6,2776847931
2024-03-04 00:00:00+09:00,394.6,418.4,394.6,418.4,2646026777
2024-03-11 00:00:00+09:00,394.1,528.9,394.1,523,5395652605
2024-03-18 00:00:00+09:00,537.5,632.7,537.5,555.4,8935061007
2024-03-25 00:00:00+09:00,507.7,587,507.7,587,4331902904
2024-04-01 00:00:00+09:00,580.4,612.5,574.3,575.8,2491076837
2024-04-08 00:00:00+09:00,551.4,586.4,551.4,586.4,2390709692
2024-04-15 00:00:00+09:00,580.5,609.7,552.7,552.7,4019131892
2024-04-22 00:00:00+09:00,537.6,604.5,534.1,604.5,1917326892
2024-04-29 00:00:00+09:00,606.2,613.2,592.8,592.8,1705065627
2024-05-06 00:00:00+09:00,578.4,592,560.5,588.2,1596220467
2024-05-13 00:00:00+09:00,576.5,596.8,576.5,591.7,1264987386
2024-05-20 00:00:00+09:00,567.1,599.6,567.1,599.6,1320333408
2024-05-27 00:00:00+09:00,618.5,618.5,599.3,603.9,1681963594
2024-06-03 00:00:00+09:00,601.7,626.4,593.7,626.4,1154010793
2024-06-10 00:00:00+09:00,685.7,711.2,625.1,625.1,2457561061
2024-06-17 00:00:00+09:00,602.5,619.4,599.8,604.3,1310947391
2024-06-24 00:00:00+09:00,588.6,599.3,568.1,568.1,1053225297
2024-07-01 00:00:00+09:00,578.2,582.2,567.4,576.9,691410627.9
2024-07-08 00:00:00+09:00,580.1,580.1,490.7,510.6,1543702231
2024-07-15 00:00:00+09:00,516.9,585.3,516.9,585.3,816920030
2024-07-22 00:00:00+09:00,576.2,602.5,568.9,587.2,952302362.3
