name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2797";3760.0584897602;4170.1706967852;3673.9976416135;4149.4866036157;27344438422.218018;1383133088014.3276;333928180;"2025-01-01 09:00:00"
"2797";4151.2756103106;4214.9317935341;3569.3435309226;3649.5103622959;32919957686.278263;1221225402952.0051;333928180;"2025-01-02 09:00:00"
"2797";3648.9944050745;3875.4662904508;3410.9789252262;3839.444816988;35137126318.30604;1283430303978.6143;333928180;"2025-01-03 09:00:00"
"2797";3839.444816988;3998.6514251227;3643.2756371049;3920.4431781669;19305531629.08822;1309146352259.9438;333928180;"2025-01-04 09:00:00"
"2797";3920.4431781669;4056.7227046957;3798.5793805058;3843.4340762961;15657754434.088705;1281014806768.517;333928180;"2025-01-05 09:00:00"
"2797";3844.0848516617;4123.6556755536;3790.3057435891;3979.0951490886;21762523188.25599;1326984996031.4397;333928180;"2025-01-06 09:00:00"
"2797";3979.4472602202;4144.0022877491;3610.7769375517;3738.9273434807;26301158187.169357;1244713984764.4824;333928180;"2025-01-07 09:00:00"
"2797";3738.8840206603;3787.1570209185;3198.9392650842;3574.1569034573;45968333237.304955;1193512967047.2817;333928180;"2025-01-08 09:00:00"
"2797";3573.5131004866;3774.4528132845;2988.0201512001;3200.1032961955;52774919288.19278;1069424649978.8567;333928180;"2025-01-09 09:00:00"
"2797";3199.4513047493;3514.2197952143;3132.2669742552;3265.5093193866;32889823692.74492;1092896665770.7177;333928180;"2025-01-10 09:00:00"
"2797";3265.3444583171;3346.4588793527;3100.513289088;3298.2646268774;16823893424.28488;1101383913666.3323;333928180;"2025-01-11 09:00:00"
"2797";3298.2646268774;3465.691920577;3156.3318513245;3330.9534875311;14595993642.981861;1111108397570.5671;333928180;"2025-01-12 09:00:00"
"2797";3332.0665907544;3638.1389276085;2990.9272216141;3402.6999218303;40024641390.151215;1140359332531.8948;333928180;"2025-01-13 09:00:00"
"2797";3402.1105973735;3709.6950843132;3350.2973137499;3633.5643009741;30242866859.743496;1207760288166.7568;333928180;"2025-01-14 09:00:00"
"2797";3633.7980479116;3812.7388628667;3470.8785028173;3805.7762685112;29570616071.537563;1285330245201.1238;333928180;"2025-01-15 09:00:00"
"2797";3805.8774596453;3808.7513243831;3593.2792135861;3652.47202052;22402972172.748123;1226759785714.9727;333928180;"2025-01-16 09:00:00"
"2797";3652.4778975757;3741.0396526452;3578.715742534;3603.4796976266;21458664165.621372;1196355549483.8215;333928180;"2025-01-17 09:00:00"
"2797";3603.7663898574;3607.6145913578;3018.7535110114;3427.6699650995;53663107480.05355;1144595593087.474;333928180;"2025-01-18 09:00:00"
"2797";3427.6699650995;3707.330232819;3015.8851410698;3170.5562303346;69878890080.03142;1058426600263.4808;333928180;"2025-01-19 09:00:00"
"2797";3170.2521933644;3541.9243716337;3033.8778147788;3195.4683414254;48807262623.7345;1074722912089.2811;333928180;"2025-01-20 09:00:00"
"2797";3197.2733302389;3885.1182271742;3131.193502061;3610.9912079344;41561462903.09355;1202166767189.2273;333928180;"2025-01-21 09:00:00"
"2797";3611.3157716184;4196.2084812596;3583.6969268692;3794.9649035215;31966344981.35845;1261935457578.7927;333928180;"2025-01-22 09:00:00"
"2797";3794.9649035215;3895.7715123516;3369.1110339369;3452.1310643582;47678709792.12869;1155066388106.296;333928180;"2025-01-23 09:00:00"
"2797";3452.8742779122;3888.9999298459;3318.3164822837;3592.0713593727;29258325161.2565;1200454025566.6118;333928180;"2025-01-24 09:00:00"
"2797";3592.0952812798;3722.4463513258;3393.2412030699;3604.0364850454;16250098900.764235;1203504715959.1262;333928180;"2025-01-25 09:00:00"
"2797";3604.0825184553;3882.2244424662;3453.0695851544;3460.8031098809;18338295951.699738;1157603655129.9392;333928180;"2025-01-26 09:00:00"
"2797";3460.3345102576;3646.554635012;3144.4238802038;3599.4582278361;43876289706.9564;1208227570304.979;333928180;"2025-01-27 09:00:00"
"2797";3598.9242329601;3802.1856964281;3347.0609803348;3469.5514303012;28006367904.568108;1153704777421.3442;333928180;"2025-01-28 09:00:00"
"2797";3469.5216936435;3768.6856247741;3422.132563275;3684.5910014619;23054557264.257885;1233574509932.4539;333928180;"2025-01-29 09:00:00"
"2797";3685.0798814609;4293.823359289;3629.9227991964;4229.8246841227;43500055543.91374;1421157595440.0957;333928180;"2025-01-30 09:00:00"
"2797";4225.8344128404;4385.8807152028;3975.4492152839;4175.7676899259;35541887303.4177;1384374557372.4988;333928180;"2025-01-31 09:00:00"
"2797";4175.7385149341;4302.1014536791;3563.3549681859;3587.1474829588;40830521594.7521;1197927052412.4595;333928180;"2025-02-01 09:00:00"
"2797";3587.1474166792;3761.8132377023;3198.4926389878;3476.0729656677;53089403367.97352;1159901719278.5217;333928180;"2025-02-02 09:00:00"
"2797";3477.1547411031;4024.5155622494;3124.4958000099;3909.8509033159;89848223934.06345;1306567590253.8005;333928180;"2025-02-03 09:00:00"
"2797";3910.5796238161;4146.2722338566;3713.8875812413;3872.5348919114;47790924393.40978;1302488635291.7737;333928180;"2025-02-04 09:00:00"
"2797";3872.0000307374;4186.788853161;3689.941905365;3778.8844825383;36338835789.23357;1274550137989.8972;333928180;"2025-02-05 09:00:00"
"2797";3780.0730796463;4000.4346542763;3595.5841420803;3607.1224173494;30799223223.39371;1216018658415.8958;333928180;"2025-02-06 09:00:00"
"2797";3606.263918032;3803.0058370317;3342.0872851418;3456.8811403831;32833155325.360016;1152794447967.0408;333928180;"2025-02-07 09:00:00"
"2797";3456.8811403831;3603.0127684419;3365.2342177082;3544.6636356736;14961664935.719284;1184309532397.9907;333928180;"2025-02-08 09:00:00"
"2797";3544.6544670101;3631.7627023677;3346.941390609;3495.7423838389;12840227531.479168;1163623423718.592;333928180;"2025-02-09 09:00:00"
"2797";3498.1146975031;3660.3565913436;3389.6356977299;3539.0579246142;16762646335.271576;1182190483282.7952;333928180;"2025-02-10 09:00:00"
"2797";3538.1354635705;3777.9246540243;3492.6540226545;3588.1855328683;20152075384.252495;1190924061196.5784;333928180;"2025-02-11 09:00:00"
"2797";3588.6906943568;3984.2272826943;3513.2595077105;3984.2259301584;25547341951.704163;1317654468121.0054;333928180;"2025-02-12 09:00:00"
"2797";3984.6480348812;4018.6237342678;3769.6928146148;4018.547319402;22515584262.94471;1352393122867.5713;333928180;"2025-02-13 09:00:00"
"2797";4017.457606161;4324.8377296643;3928.4250186058;3999.7436377398;32612205977.732204;1341541626233.6187;333928180;"2025-02-14 09:00:00"
"2797";3999.7436377398;4095.77660699;3856.441301397;3906.6028268567;17179613771.718334;1304346055536.2576;333928180;"2025-02-15 09:00:00"
"2797";3906.6069372707;4104.146959073;3898.7205352441;4079.5950717186;11822616929.70826;1364563927286.171;333928180;"2025-02-16 09:00:00"
"2797";4077.4225657637;4096.3675424782;3768.0556199912;3844.563862028;20422981991.161713;1288785668262.6672;333928180;"2025-02-17 09:00:00"
"2797";3845.0145260304;4188.4929858297;3392.0293926396;3638.9955621477;61390143149.973495;1211041974674.9358;333928180;"2025-02-18 09:00:00"
"2797";3638.25664474;3708.1207392977;3425.9080195185;3641.6865765566;24790035156.646526;1221436313927.0796;333928180;"2025-02-19 09:00:00"
"2797";3640.9522539125;3780.7903221112;3637.4431776441;3657.0941644155;21626649354.36664;1235515680539.2427;333928180;"2025-02-20 09:00:00"
"2797";3657.2201655727;3865.0601665749;3549.7513797738;3721.0214170234;39385888381.73595;1244679303299.539;333928180;"2025-02-21 09:00:00"
"2797";3721.072220649;3747.7775341994;3614.1066144612;3703.1954336238;13630152359.956133;1237281576993.3235;333928180;"2025-02-22 09:00:00"
"2797";3703.1954140083;3703.1954140083;3402.9384219563;3464.8827008;16287331450.150826;1155894256111.1418;333928180;"2025-02-23 09:00:00"
"2797";3467.5053174087;3486.2094895031;2986.2804238674;2986.2804238674;55003604877.83029;994197042384.7665;333928180;"2025-02-24 09:00:00"
"2797";2987.4711079111;3098.9795538877;2562.3541981572;3021.1939207343;81177862956.58508;1014458003694.4796;333928180;"2025-02-25 09:00:00"
"2797";3020.5454566997;3198.1697897652;2751.8175692002;2905.2511802393;45427929663.54881;971618415328.7129;333928180;"2025-02-26 09:00:00"
"2797";2906.28089199;3175.2894774418;2906.1320496913;3132.1341226824;31931742618.6658;1038256010956.9229;333928180;"2025-02-27 09:00:00"
"2797";3134.4574319318;3136.4943214589;2775.3793687915;3015.3408528832;39102006241.141266;1003405861873.6677;333928180;"2025-02-28 09:00:00"
"2797";3015.3408528832;3088.0702223646;2838.3807816706;2954.3486127917;16982070747.196568;986540206893.0886;333928180;"2025-03-01 09:00:00"
"2797";2954.348467661;3155.4921260351;2749.2010595623;3084.8260718093;37775187211.26404;1029041099088.243;333928180;"2025-03-02 09:00:00"
"2797";3085.6086772564;3163.0394106796;2613.1603641604;2666.4433414243;41524387058.967514;899721611970.4448;333928180;"2025-03-03 09:00:00"
"2797";2667.7140784851;2697.7702793494;2296.298506242;2570.9069200535;53059762324.70868;856059079834.8722;333928180;"2025-03-04 09:00:00"
"2797";2572.3867415987;2686.7587963978;2448.9636850925;2556.1290707903;24174422683.722256;858932249138.7638;333928180;"2025-03-05 09:00:00"
"2797";2555.9531027383;2619.2855302136;2214.3577076993;2273.4616398532;27194294049.10939;763808118028.9714;333928180;"2025-03-06 09:00:00"
"2797";2276.1453005607;2424.4401853437;2178.2628454493;2234.4120782161;27560072579.28521;746629009121.8257;333928180;"2025-03-07 09:00:00"
"2797";2234.4121148753;2373.8297717541;2221.1856061507;2239.3100876002;11363287982.305058;747818646134.5751;333928180;"2025-03-08 09:00:00"
"2797";2239.3076772327;2304.9394967487;2101.5566750399;2134.3577110988;16611800502.885935;714979966573.2361;333928180;"2025-03-09 09:00:00"
"2797";2134.5674191288;2253.743936671;1951.2299070207;1986.7537383297;26780494760.431328;666049947485.2128;333928180;"2025-03-10 09:00:00"
"2797";1987.698165058;2175.4751207132;1905.7081127171;2032.654120707;25223928401.47419;674377190664.061;333928180;"2025-03-11 09:00:00"
"2797";2032.8477225036;2092.8763623607;1869.3737254372;1962.0862357793;28125835479.139362;654147703099.0557;333928180;"2025-03-12 09:00:00"
"2797";1962.16121417;2011.8042020275;1792.770869464;1825.927681242;22837693085.724022;611152580207.4286;333928180;"2025-03-13 09:00:00"
"2797";1825.8227779806;2150.889086011;1818.1337869934;2046.7024669183;18879608949.45876;680196419494.0178;333928180;"2025-03-14 09:00:00"
"2797";2046.7024669183;2195.1567151422;2046.6749505236;2138.3656257648;8341677508.001832;714079450059.2241;333928180;"2025-03-15 09:00:00"
"2797";2138.2208501147;2138.8014776499;1904.6846482222;1927.3317957336;9613167186.501;643592644420.4755;333928180;"2025-03-16 09:00:00"
"2797";1926.981930206;2081.8845550748;1925.130338716;1981.8472781926;9780970246.649858;658411934983.0328;333928180;"2025-03-17 09:00:00"
"2797";1982.1856109731;2132.7069252863;1928.3978297912;2115.5114221258;8977021416.058474;706339785206.555;333928180;"2025-03-18 09:00:00"
"2797";2115.8252027977;2330.4145520901;2062.3998758785;2313.7049383656;20421219097.957394;777378973848.6908;333928180;"2025-03-19 09:00:00"
"2797";2312.7624511133;2342.6122009301;2080.3073146522;2102.371634191;14679499130.8061;701281726818.7335;333928180;"2025-03-20 09:00:00"
"2797";2102.4456808284;2373.9714280741;2072.2909589995;2371.5857925095;14498708353.367;788235188232.1768;333928180;"2025-03-21 09:00:00"
"2797";2371.585818909;2491.3189705477;2307.1471634014;2324.0755435773;11088151305.609028;776074313244.9585;333928180;"2025-03-22 09:00:00"
"2797";2324.3673970529;2438.1301150675;2311.6572979383;2434.1186690895;9252152866.021063;810967443556.9165;333928180;"2025-03-23 09:00:00"
"2797";2433.8584833756;2601.8974268411;2358.3932296458;2512.7995147149;21906895678.16927;833072069472.8414;333928180;"2025-03-24 09:00:00"
"2797";2513.4857541407;2559.0488574934;2398.789004916;2407.4182467417;12556374264.178171;808371295873.1066;333928180;"2025-03-25 09:00:00"
"2797";2407.2016296619;2465.1162584104;1932.1613124033;2109.640862444;69964928348.89142;702281303165.8506;333928180;"2025-03-26 09:00:00"
"2797";2110.5244816533;2281.6748504901;2105.3708084167;2203.4981987184;15448189724.670746;733887337871.1746;333928180;"2025-03-27 09:00:00"
"2797";2203.238954613;2244.0766776262;1952.5221830486;2005.3060439153;15145137396.100332;674083284863.5411;333928180;"2025-03-28 09:00:00"
"2797";2005.3060000548;2034.2304891548;1853.2352988452;1917.6972891692;11211798792.391102;640416123038.5891;333928180;"2025-03-29 09:00:00"
"2797";1917.6972891692;1946.1853257708;1834.2318951844;1864.2326231105;6904882164.520756;623935307631.407;333928180;"2025-03-30 09:00:00"
"2797";1865.6151641096;2017.0243226301;1820.3161313941;1947.5235713998;11006198579.30517;648658958489.8767;333928180;"2025-03-31 09:00:00"
"2797";1946.6796557704;2082.8640474195;1937.8326371098;1997.0474715107;10958710493.665184;667571672313.585;333928180;"2025-04-01 09:00:00"
"2797";1996.4441419605;2164.094096674;1734.1979087743;1734.1979087743;20978307469.79161;586643421738.7614;333928180;"2025-04-02 09:00:00"
"2797";1735.9372896277;1857.9001804414;1607.7317142886;1709.5344099144;20429976650.17303;577736039684.5472;333928180;"2025-04-03 09:00:00"
"2797";1710.3645804481;1816.0821011306;1619.0131922311;1745.7422082928;19075882081.66046;580183725714.0737;333928180;"2025-04-04 09:00:00"
"2797";1745.7422082928;1788.4047686965;1680.4721542351;1768.8527929079;6338059935.119325;590348599533.1643;333928180;"2025-04-05 09:00:00"
"2797";1768.8535588099;1775.5884789772;1453.8319612373;1484.4713341863;16742956813.749567;501660019471.92957;333928180;"2025-04-06 09:00:00"
"2797";1486.3808158957;1762.0195963774;1360.9546546664;1689.804247571;34557088450.16481;555430990749.6719;333928180;"2025-04-07 09:00:00"
"2797";1689.0828332752;1847.2399820031;1575.6222262415;1635.3401548675;22851124516.40433;553463937529.8171;333928180;"2025-04-08 09:00:00"
"2797";1636.2769075243;2100.2948814541;1622.9882987661;1999.6745575923;38638637446.05545;660587180364.5847;333928180;"2025-04-09 09:00:00"
"2797";1999.1388154339;2080.5943217037;1906.2098570088;2044.9723888274;21881804552.9944;700060100707.7709;333928180;"2025-04-10 09:00:00"
"2797";2044.6286608811;2294.7389970607;1979.7431213511;2256.2970696786;21689887553.65604;754605649738.8483;333928180;"2025-04-11 09:00:00"
"2797";2256.2970696786;2407.3392612399;2177.6423439679;2339.3425918207;17525506037.201683;781314140134.8424;333928180;"2025-04-12 09:00:00"
"2797";2339.3426108508;2412.2479651211;2157.0715945587;2218.2576913809;18693988728.07673;739193277307.4463;333928180;"2025-04-13 09:00:00"
"2797";2216.545465772;2336.8577064492;2186.6430905577;2251.7712249884;16599950160.42267;754155163674.5967;333928180;"2025-04-14 09:00:00"
"2797";2250.8282063949;2364.9220143011;2153.5240375963;2159.2337348773;15097967681.640932;721299711619.5978;333928180;"2025-04-15 09:00:00"
"2797";2159.2921817191;2304.7703308891;2087.4721417855;2231.6576243891;18830063617.856224;752268507361.7195;333928180;"2025-04-16 09:00:00"
"2797";2233.3295874585;2449.4701645704;2213.6443374378;2427.6498520765;23054374716.334606;807989766798.2919;333928180;"2025-04-17 09:00:00"
"2797";2427.6498520765;2474.8114736952;2328.8122579739;2429.8000076508;15041773554.048582;811378694318.8903;333928180;"2025-04-18 09:00:00"
"2797";2429.8000076508;2594.839495442;2386.6263303716;2573.6815496483;15212379464.170538;859424795774.0789;333928180;"2025-04-19 09:00:00"
"2797";2573.8252872212;2633.8126364298;2447.142551164;2490.2072368394;11421602348.627785;836522690387.5875;333928180;"2025-04-20 09:00:00"
"2797";2490.3037925832;2593.7545967259;2438.6075134359;2564.1622732289;18108731541.557804;860238756614.1667;333928180;"2025-04-21 09:00:00"
"2797";2563.7951819423;2743.1365747852;2522.7586636688;2738.8739608261;19875468240.8757;902078231988.211;333928180;"2025-04-22 09:00:00"
"2797";2736.3763048247;2736.3763048247;2587.3896697697;2641.5481951386;21082693812.12205;879378973566.4274;333928180;"2025-04-23 09:00:00"
"2797";2642.54935129;2704.451829241;2527.8489402887;2681.2539982636;14660100121.11185;897762396372.5848;333928180;"2025-04-24 09:00:00"
"2797";2682.1368797454;2737.8780526492;2610.8517589994;2643.0545932686;13630773108.76388;877559187378.842;333928180;"2025-04-25 09:00:00"
"2797";2643.083754123;2647.8300755704;2514.2040195098;2575.3173198718;9673002407.654213;859971256349.5869;333928180;"2025-04-26 09:00:00"
"2797";2575.3173198718;2618.7001220476;2493.5277998088;2501.903912665;8839617370.069242;834773303242.8792;333928180;"2025-04-27 09:00:00"
"2797";2503.1554968797;2657.5199548088;2433.5750919156;2648.7291525545;17808827396.37736;894838441078.9868;333928180;"2025-04-28 09:00:00"
"2797";2648.4681177221;2720.3232158081;2587.3468731427;2643.5570155623;16518478149.409058;882128471166.3734;333928180;"2025-04-29 09:00:00"
"2797";2642.9307479789;2864.4190702055;2523.5604477812;2856.8711264534;18134999145.610832;948973461283.2705;333928180;"2025-04-30 09:00:00"
"2797";2857.1807753995;3058.8166582828;2769.947174475;2894.4646642532;25962762904.204445;950523309537.7151;333928180;"2025-05-01 09:00:00"
"2797";2892.6493660214;3096.9702293384;2892.6493660214;3009.2122196955;17262610633.009163;1007885434593.7266;333928180;"2025-05-02 09:00:00"
"2797";3009.1274413345;3111.9286003646;2918.3701196275;3036.8834446896;12034767684.235355;1014100961557.4326;333928180;"2025-05-03 09:00:00"
"2797";3036.8834446896;3065.4218356452;2860.3533842519;2877.1331808011;11218020513.07967;962714382373.0504;333928180;"2025-05-04 09:00:00"
"2797";2878.1435829189;2987.03893979;2869.9452236147;2912.777131747;13717493678.71612;979545040279.4801;333928180;"2025-05-05 09:00:00"
"2797";2913.8215011772;3013.2834858914;2814.6658537987;2997.0840934603;17535134736.325397;1005404376034.7957;333928180;"2025-05-06 09:00:00"
"2797";2997.6603187803;3069.9649772519;2963.9609589663;3026.2915814488;13798654876.674002;1004921687907.5396;333928180;"2025-05-07 09:00:00"
"2797";3026.3809830532;3415.4552980424;2995.2842720491;3401.9456253328;30384927648.577473;1119202191896.7317;333928180;"2025-05-08 09:00:00"
"2797";3400.1515163683;3731.0195234906;3352.3709807769;3590.826433686;35433388191.25663;1203833288428.1443;333928180;"2025-05-09 09:00:00"
"2797";3591.5420692942;3814.5056677939;3534.3954019196;3810.1361655067;19977068863.744846;1272565343368.0693;333928180;"2025-05-10 09:00:00"
"2797";3810.1361655067;3850.5898987587;3465.8452598806;3626.5616743675;28394208995.883797;1207452084286.0166;333928180;"2025-05-11 09:00:00"
"2797";3627.7727274306;3786.5766902476;3480.5887854084;3681.1591262026;28767634249.379295;1208729059697.7112;333928180;"2025-05-12 09:00:00"
"2797";3678.3450216615;3891.5191030602;3468.2210296372;3811.2187761694;24773277239.30539;1278800299372.9172;333928180;"2025-05-13 09:00:00"
"2797";3811.5420730518;3850.8535662599;3617.8817611;3699.5324761599;19111905904.310417;1242796152760.4531;333928180;"2025-05-14 09:00:00"
"2797";3698.9395882156;3810.760916975;3546.6370934263;3796.462626969;22833913540.17984;1276423840518.1333;333928180;"2025-05-15 09:00:00"
"2797";3795.4920680792;4107.6984624782;3754.3798756615;3903.9892304615;29153175049.867702;1303061292725.7498;333928180;"2025-05-16 09:00:00"
"2797";3903.9892304615;4027.3403744038;3732.8262112964;3766.0437904866;21839295867.26491;1257588148757.8203;333928180;"2025-05-17 09:00:00"
"2797";3766.0437904866;3975.9815740071;3765.7021292111;3954.4875999657;20966828178.243996;1323021965192.9954;333928180;"2025-05-18 09:00:00"
"2797";3950.9503797673;3950.9503797673;3644.314875448;3846.5845784727;28132485453.62676;1286870856438.2268;333928180;"2025-05-19 09:00:00"
"2797";3846.969317857;3908.6513166499;3685.844614099;3822.9951352354;19171257637.777885;1282197246779.1187;333928180;"2025-05-20 09:00:00"
"2797";3821.8844673108;4062.5526857976;3758.9463782694;4062.4552822682;33516417168.843582;1361661798947.2678;333928180;"2025-05-21 09:00:00"
"2797";4060.2398638259;4900.1273970619;4042.6837975821;4806.9175132041;69045534473.45946;1603710585296.7827;333928180;"2025-05-22 09:00:00"
"2797";4808.32843796;5367.1077475967;4626.5490789188;4668.4237747087;80758591371.559;1573223994606.5225;333928180;"2025-05-23 09:00:00"
"2797";4668.4237747087;5186.3966559713;4597.3152140469;4969.25000058;43594798778.60943;1659423548807.659;333928180;"2025-05-24 09:00:00"
"2797";4969.4025487946;5598.0331113488;4804.4244926584;5583.0319151334;58660806238.71014;1860153218383.6877;333928180;"2025-05-25 09:00:00"
"2797";5580.9901799987;5681.6900100607;5239.030503093;5313.4175988195;57223413827.533485;1776451665601.3386;333928180;"2025-05-26 09:00:00"
"2797";5312.2504970543;5565.7681350155;5142.6788156452;5153.1589634124;47813492108.7268;1702197740653.6943;333928180;"2025-05-27 09:00:00"
"2797";5151.6756645466;5202.142947357;4746.031990644;5022.4020977003;44085471875.32385;1660047124036.4893;333928180;"2025-05-28 09:00:00"
"2797";5026.3620374125;5118.6318497455;4519.8183161625;4519.8183161625;53814941804.77057;1529480196558.689;333928180;"2025-05-29 09:00:00"
"2797";4518.2653560352;4926.5526618834;4431.0711593364;4716.0906845386;61056549523.898476;1571763326425.004;333928180;"2025-05-30 09:00:00"
"2797";4716.0894998036;4823.6573644791;4439.0715144533;4728.6443549501;35164557981.52469;1579042028631.8418;333928180;"2025-05-31 09:00:00"
"2797";4728.6875538045;4924.0676885508;4545.6115519332;4905.3775441977;25742209963.26232;1640926000747.4646;333928180;"2025-06-01 09:00:00"
"2797";4905.6163524588;5215.7816160019;4641.9963118212;5211.243340501;41690065929.546326;1756383590792.6619;333928180;"2025-06-02 09:00:00"
"2797";5209.9448093361;5488.0855391188;5108.3890829443;5198.2022832787;48843665076.75627;1718754825822.6982;333928180;"2025-06-03 09:00:00"
"2797";5197.2193576391;5356.9384289239;4952.5454158578;5095.6218375018;40794461490.04309;1713521819231.8281;333928180;"2025-06-04 09:00:00"
"2797";5092.2501362064;5185.4713590877;4701.7908683183;4897.3455680379;54957607596.74018;1626019535252.0466;333928180;"2025-06-05 09:00:00"
"2797";4898.0876288669;5141.8242900501;4803.6608305632;4834.6997155308;37958565843.154366;1599943472971.72;333928180;"2025-06-06 09:00:00"
"2797";4834.6901686257;5087.4111478757;4791.7856104011;5068.5904934226;20023924185.14975;1692545198635.2434;333928180;"2025-06-07 09:00:00"
"2797";5068.5904934226;5253.1560171102;5001.0925584654;5062.8745049728;20011713315.33633;1692584422883.3704;333928180;"2025-06-08 09:00:00"
"2797";5062.708306325;5615.7774024263;5037.1240682743;5611.0084305915;45219235940.87972;1875832368922.5776;333928180;"2025-06-09 09:00:00"
"2797";5612.4060677343;6118.9732734504;5564.9717858723;6102.7085958632;75722286578.685;2034066766104.2776;333928180;"2025-06-10 09:00:00"
"2797";6102.8599346315;6342.3122738538;5893.0072202393;6036.9805373734;68627528964.78064;2024071788893.9434;333928180;"2025-06-11 09:00:00"
"2797";6033.7859947599;6292.6656721874;5804.7400903306;5838.753264682;59256020318.421684;1962126739492.2478;333928180;"2025-06-12 09:00:00"
