Date,BTC_Price,BTC_Market_Cap,ETH_Price,ETH_Market_Cap,SOL_Price,SOL_Market_Cap,BNB_Price,BNB_Market_Cap,XRP_Price,XRP_Market_Cap,ADA_Price,ADA_Market_Cap,DOGE_Price,DOGE_Market_Cap,AVAX_Price,AVAX_Market_Cap,TRX_Price,TRX_Market_Cap,DOT_Price,DOT_Market_Cap
2022-04-24,39537.95131328508,770990050609.059,2942.235196476473,353068223577.17676,100.86392576878406,58501076945.89475,402.2646210783709,59132899298.52052,0.7078503940139133,37516070882.737404,0.8890052570539497,31115183996.88824,0.1341333814887509,19315206934.38013,72.97233691606169,32837551612.22776,0.0677692662023243,5963695425.804539,18.744514146766566,24367868390.796535
2022-05-01,37800.5612170464,737110943732.4048,2736.4783902162603,328377406825.95123,85.00644141588788,49303736021.214966,378.6192508347444,55657029872.70742,0.5876522696520052,31145570291.55628,0.7584397018342718,26545389564.199512,0.1277791250114587,18400194001.65005,57.19905435842406,25739574461.290825,0.0630491654967675,5548326563.715541,14.568682992567084,18939287890.337208
2022-05-08,35681.10491516561,695781545845.7294,2650.812300743528,318097476089.2233,79.29599024175744,45991674340.219315,367.5386561256602,54028182450.47205,0.5843617080513825,30971170526.723274,0.7647360584594028,26765762046.079098,0.1280978375306058,18446088604.407234,55.3908760667431,24925894230.034393,0.0837685161999522,7371629425.595793,13.827941754739264,17976324281.161045
2022-05-15,30096.429692004043,586880378994.0789,2056.686111351929,246802333362.23148,52.33258801107776,30352901046.425102,297.0333038042964,43663895659.23157,0.4275961517139344,22662596040.838524,0.5386162528778526,18851568850.724842,0.0896088622420086,12903676162.84924,33.928117273207874,15267652772.943544,0.0723958899646441,6370838316.888681,11.312976970743742,14706870061.966866
2022-05-22,29448.339679155783,574242623743.5377,1974.7678289725263,236972139476.70316,50.284725863432385,29165141000.790783,312.5296011482728,45941851368.7961,0.41467161856273,21977595783.824688,0.5284194425639306,18494680489.73757,0.0844180043573461,12156192627.457838,29.870106719067024,13441548023.58016,0.074049215675262,6516330979.423056,9.995003744275525,12993504867.558184
2022-05-29,29040.112256932694,566282189010.1875,1793.1228717994557,215174744615.9347,44.31107641385992,25700424320.038754,307.7034427745511,45232406087.85901,0.3863811186771213,20478199289.887432,0.4644957934750614,16257352771.62715,0.0818088024797459,11780467557.083408,24.789243170902044,11155159426.90592,0.0812284067268835,7148099791.965748,9.66147112991688,12559912468.891943
2022-06-05,29851.362761610995,582101573851.4144,1803.158600596894,216379032071.6273,38.96683266223305,22600762944.09517,301.47068708708883,44316191001.802055,0.3924165655985497,20798077976.723133,0.5663945272934205,19823808455.26972,0.0818083488386978,11780402232.772482,24.560614606787343,11052276573.054304,0.0804017469074239,7075353727.853303,9.434400913882092,12264721188.046719
2022-06-12,28406.71502257564,553930942940.225,1531.0460849807012,183725530197.68414,33.89118934049203,19656889817.48538,269.87306060934634,39671339909.57391,0.359579076175247,19057691037.28809,0.5533742187248262,19368097655.368916,0.0697810012178054,10048464175.363977,19.86604746511249,8939721359.300621,0.0761353889152783,6699914224.54449,8.025760073987849,10433488096.184204
2022-06-19,19106.02254511597,372567439629.7614,1005.1989308508444,120623871702.10132,31.97367631341026,18544732261.77795,197.92608253048348,29095134131.98107,0.3079586117646456,16321806423.526218,0.4557987619295982,15952956667.535936,0.0529418165330209,7623621580.75501,14.859568973856804,6686806038.235562,0.0609516297270718,5363743415.982318,7.059973140943267,9177965083.226248
2022-06-26,21467.791619530057,418621936580.8361,1240.259554781358,148831146573.76297,41.939084053240634,24324668750.879566,238.9421144821524,35124490828.8764,0.3665847593007575,19428992242.940147,0.4995438079635745,17484033278.72511,0.0682217825570321,9823936688.212622,21.511657203577087,9680245741.60969,0.0645803063081096,5683066955.113645,8.122576004241747,10559348805.51427
2022-07-03,19224.239477446918,374872669810.2149,1065.4165969303147,127849991631.63776,33.31184553619419,19320870410.99263,217.8627317581236,32025821568.444168,0.3150892859423109,16699732154.942478,0.4553294220603448,15936529772.112068,0.0665757300411088,9586905125.919666,16.307849362544665,7338532213.1451,0.0646408283024471,5688392890.615345,6.814306037536594,8858597848.797571
2022-07-10,21589.116339004573,420987768610.5892,1217.1332045029358,146055984540.3523,38.066577300370376,22078614834.214817,243.22188533818127,35753617144.71265,0.3448639673408568,18277790269.06541,0.4780033247346571,16730116365.713,0.0694668740184656,10003229858.659046,19.906488081882596,8957919636.847168,0.0698100978648141,6143288612.103641,7.257460992473496,9434699290.215546
2022-07-17,21157.22572962972,412565901727.77954,1352.8736400416824,162344836805.0019,39.53854690898696,22932357207.212437,249.2353002327934,36637589134.220634,0.349946073007408,18547141869.392624,0.4567927854057281,15987747489.200483,0.0642130921703821,9246685272.535023,21.188051413005656,9534623135.852545,0.068791999673701,6053695971.285688,7.163368815413776,9312379460.037909
2022-07-24,22474.941500490877,438261359259.5721,1550.7472570974728,186089670851.69675,40.02927671182698,23216980492.85965,259.42424092718846,38135363416.29671,0.3595429165444518,19055774576.855946,0.5176923190003246,18119231165.011364,0.0681110248102795,9807987572.680248,23.644651579591272,10640093210.816072,0.0670300970752941,5898648542.625881,7.335210917486074,9535774192.731895
2022-07-31,23647.423147070745,461124751367.8795,1696.7293998858793,203607527986.3055,43.81462825509358,25412484387.954277,287.7536484305752,42299786319.294556,0.3878659951884352,20556897744.987064,0.5257342067756651,18400697237.148277,0.0696447975370211,10028850845.33104,24.225562988289713,10901503344.730371,0.0691504865408814,6085242815.597564,8.210209012250429,10673271715.925558
2022-08-07,22945.491590216756,447437086009.22675,1688.5863640458308,202630363685.4997,40.020785383818385,23212055522.614662,314.93340040489466,46295209859.519516,0.3712663945734307,19677118912.391827,0.5114056633867864,17899198218.537525,0.0686119754934817,9880124471.061365,26.646226238687323,11990801807.409296,0.0694765562120245,6113936946.658156,8.508620409084807,11061206531.81025
2022-08-14,24420.376042944266,476197332837.4132,1981.1093281004944,237733119372.05933,46.558477848984495,27003917152.411007,324.05161861891366,47635587936.98031,0.3778660838614684,20026902444.657825,0.5598277780061595,19593972230.21558,0.0728807352264594,10494825872.610153,29.14456264088912,13115053188.400105,0.0699295491820524,6153800328.020611,9.29437281753554,12082684662.796204
2022-08-21,21215.72382959875,413706614677.17566,1579.0851904530787,189490222854.36945,35.30304732217456,20475767446.861244,284.2481794861517,41784482384.464294,0.337479168418751,17886395926.1938,0.4515207092521922,15803224823.826727,0.0693869975067371,9991727640.970142,22.34374678944597,10054686055.250687,0.0658404372039612,5793958473.9485855,7.241221867517673,9413588427.772976
