Date,AXIS_IVW,MCW_Cap40,SOL_Hold
2022-07-17,348.7642538667158,283.12590219435504,2551.1441991350234
2022-07-24,371.5479977435174,308.1354898272057,2582.8075400448392
2022-07-31,401.92104233426124,332.19058747446945,2827.04963759892
2022-08-07,396.91831259831406,328.2705522130031,2582.2596544019516
2022-08-14,433.098464775706,363.3835457333989,3004.090943412886
2022-08-21,364.1687415616544,303.86989411426487,2277.8572160243916
2022-08-28,346.00485012617537,288.09223467259176,2034.4005779179192
2022-09-04,346.89115012932945,291.36106610556686,2009.135582254595
2022-09-11,383.4849408099939,324.2629693817375,2269.4378015613856
2022-09-18,355.67322742826605,290.6488210260354,2176.0439503164653
2022-09-25,354.0101817503441,275.85929638613936,2158.6996534673212
2022-10-02,354.71792042704794,277.52491392181986,2094.5633425142596
2022-10-09,359.03067093898727,279.4763843908175,2103.149384533614
2022-10-16,344.20607007141416,270.8369278017327,1909.6746150097922
2022-10-23,343.3644154523539,273.8219394116439,1808.4767801955636
2022-10-30,385.44542222872536,312.8096014688298,2116.4399436724702
2022-11-06,408.79147499260586,324.3089797537133,2373.6751855124303
2022-11-13,295.223380105256,247.28616879141936,938.1518550446726
2022-11-20,288.8567364967551,242.93161815964717,829.1788746621089
2022-11-27,300.1034904615985,246.0657821121425,915.6599264727223
2022-12-04,296.9254798961789,248.4009602201863,858.7641382734496
2022-12-11,299.8580697395816,251.6667362833311,876.3705005717702
2022-12-18,278.60346122423636,237.24186716015555,807.9364495372902
2022-12-25,277.1937758815515,239.28897444571965,739.2256963449055
2023-01-01,271.8905258382797,235.20378192436436,638.567972743156
2023-01-08,281.91408772662896,244.24467317842692,845.16191300211
2023-01-15,339.5025040344443,297.84819803218403,1565.9281805992728
2023-01-22,351.670801266235,313.4777378243943,1587.2613467918632
2023-01-29,354.4016609774648,312.65175721503937,1551.4176830908652
2023-02-05,369.3655246036807,325.11874903837855,1572.3812559078085
2023-02-12,342.9563390204497,302.1413425266735,1344.79775053342
2023-02-19,369.80258036840974,331.3896812541306,1515.6910373389144
2023-02-26,349.4179512668594,312.5617154982781,1447.588426991639
2023-03-05,338.01494807804863,303.5318858934828,1356.007282354575
2023-03-12,317.2739873175256,283.65875962289954,1171.1397105270303
2023-03-19,382.01804212073523,349.03883373914744,1371.7736526021583
2023-03-26,391.4881450218127,352.8013615612166,1320.7261148845187
2023-04-02,415.03352258632447,367.9059797111438,1362.7072255644775
2023-04-09,412.6559242754749,367.7996559414751,1298.531134196417
2023-04-16,450.92463133803824,403.6518288476927,1555.5144758621338
2023-04-23,416.57092499515437,370.65113162650636,1412.684745902737
2023-04-30,422.0108968151616,379.7358296862534,1501.084856844866
2023-05-07,413.78661413810835,376.22872201702506,1423.0511361373854
2023-05-14,389.5406559462785,352.45215034825065,1348.0703151568373
2023-05-21,398.9139451800887,357.9537284909523,1309.5862428173286
2023-05-28,397.7096972674724,356.7542047714125,1317.0119107138844
2023-06-04,410.3151491094344,365.498328639918,1367.2893103436866
2023-06-11,359.6238324818108,336.3963686947611,1011.6248742901579
2023-06-18,356.85587460141704,337.18420350871475,1011.267396593067
2023-06-25,378.6458422728321,368.8269364281035,1075.4247692390074
2023-07-02,387.886347044077,375.11209246420253,1207.105240934062
2023-07-09,388.2069589432936,369.33438318044625,1410.2558965535695
2023-07-16,452.9258899485212,393.0830820375304,1773.1457133189647
2023-07-23,440.9098269114569,383.01575804052857,1584.836349144444
2023-07-30,439.33539326378013,381.83111768224626,1625.1142521764962
2023-08-06,419.6032314524734,372.35582457224245,1462.2525344249302
2023-08-13,424.9868462327555,375.79767060986023,1607.3365306021437
2023-08-20,374.2729463176803,334.96649478395835,1414.9330696999366
2023-08-27,369.76512125844556,331.86139077886145,1309.9403127818132
2023-09-03,363.00302406241224,329.0932024419555,1259.9617432211624
2023-09-10,363.25452913991,328.86397768916515,1255.5422440113184
2023-09-17,364.19673926512314,331.840477903005,1234.9975726548994
2023-09-24,363.3796823163187,328.9304931029619,1258.967772571057
2023-10-01,374.72593946765414,338.7712844558794,1380.3441335609975
2023-10-08,381.1213039123623,342.3591946975316,1506.0169434199017
2023-10-15,363.3377496469328,326.68888837214126,1420.1616125574762
2023-10-22,399.7561257051694,354.05789947629023,1894.574045455354
2023-10-29,433.61231277253546,390.9769930503836,2043.2206066215367
2023-11-05,474.9412064924281,412.837429208009,2740.1495110852575
2023-11-12,524.2913270916976,448.8481480856181,3636.2074602535613
2023-11-19,509.83583022693483,435.90635563633134,3784.3305312095304
2023-11-26,516.7785082354706,450.9390399421381,3797.96300272206
2023-12-03,528.2538447364271,465.9635278047463,4110.413734778893
2023-12-10,571.0601754701024,507.51153929695556,4669.412097969006
2023-12-17,559.4319982766501,490.2786097934244,4755.116576678482
2023-12-24,614.338666192215,516.7272453661682,6965.430007643657
2023-12-31,629.3505703602325,515.2934125282028,6581.236801677086
2024-01-07,612.1856921604766,512.8511365401172,6061.507836776086
2024-01-14,627.3966879088604,538.7943906031065,6185.267311878256
2024-01-21,618.6486599218633,523.4555113127483,5990.438024134741
2024-01-28,600.8778166169859,507.42286103743385,6088.905546800656
2024-02-04,601.7029149540234,513.7086819226934,6319.372850228683
2024-02-11,648.8467760927457,562.0908361269902,7031.497597410744
2024-02-18,699.1742299042104,611.9968130554353,7035.5108645995115
2024-02-25,719.0924936584537,630.8215089170799,6721.545463535851
2024-03-03,833.1258512953314,739.3778378909794,8398.974624065366
2024-03-10,922.6271777984264,828.6158431494158,9333.142295184436
2024-03-17,954.0462052816818,806.6567870624974,11739.97588384298
2024-03-24,929.8902546859271,779.8977823708975,11161.661222523291
2024-03-31,993.1196336985437,835.6693081257106,12552.20695999234
2024-04-07,957.254013320456,808.0867852590751,11542.009647930669
2024-04-14,852.5189227684418,730.2341585908157,9001.291376121379
2024-04-21,892.0061541376984,755.2580708214543,9759.43453875881
2024-04-28,891.6175631407416,754.0114846644977,9120.071985037943
2024-05-05,889.0837393963169,746.1192838572184,9428.932302465124
2024-05-12,860.9452258783854,712.8098416757927,9393.858684933643
2024-05-19,912.5837035415123,773.3700603686151,11135.45117228208
2024-05-26,972.604691391742,845.7984212602296,10867.885471406364
2024-06-02,960.9951519657299,841.5809767865692,10717.805766545547
2024-06-09,976.8116438933273,842.5202012523176,10196.75454928969
2024-06-16,924.9670397324214,802.9653104129283,9396.869360576027
2024-06-23,897.9674114188832,778.2718010217898,8626.212732320739
2024-06-30,871.2424763711242,752.0370538300594,9035.904127135744
2024-07-07,822.609087896811,707.602910662685,9243.588078685985
2024-07-14,861.8815503226836,725.7650258886832,9164.536152154546
2024-07-21,975.0580648436129,819.7143598549104,11210.554398849474
2024-07-28,963.2199287798322,801.6906755787896,11880.301380049325
2024-08-04,860.7439959944066,710.1880029997079,9205.379737875459
2024-08-11,854.7347855944764,687.5384426639373,9946.277172026523
2024-08-18,844.9686374853248,678.0493438446266,9162.269535829419
2024-08-25,911.1903647023644,728.7438562690281,10369.15362494173
2024-09-01,829.1693136128537,661.9983751401893,8742.948419403583
2024-09-08,764.0118772701303,606.4343155092545,8250.496807707588
2024-09-15,842.0040332511711,660.0019817465044,8854.785939084035
2024-09-22,889.2831334697737,704.733136069656,9652.189016693468
2024-09-29,916.5127669121521,727.8463069997568,10117.332796143679
2024-10-06,836.2946714891892,670.079545167307,9207.432273258462
2024-10-13,855.153819819512,685.2244349077043,9448.167761135759
2024-10-20,901.9462469496524,733.6497258290509,10304.376979286933
2024-10-27,875.717837591783,712.3526669581831,10898.14174182809
2024-11-03,876.2767158899642,720.8776034717364,10730.010410434514
2024-11-10,1004.1243721206889,841.4802329284859,12905.768780651104
2024-11-17,1245.6563890535897,938.3558338149808,13915.544402227608
2024-11-24,1404.9331093770595,1028.4266922688,16448.589872751218
2024-12-01,1508.7627032298105,1062.040561620853,15337.591506266805
2024-12-08,1701.982402621319,1137.124807575122,15386.435586616552
2024-12-15,1635.0541816571556,1112.8348129330666,14187.834140247205
2024-12-22,1487.3742371617952,1008.786695279162,11683.676947197797
2024-12-29,1522.703545374436,1022.7108086073005,12590.369734584468
2025-01-05,1599.3445863288823,1081.9030334550155,13978.301854936024
2025-01-12,1520.1611102447685,1020.4724744620797,12133.671413968501
2025-01-19,1511.7837540588835,1015.4668024452351,12160.765781438384
2025-01-26,1672.2081970705403,1122.398244284728,16531.07958801549
2025-02-02,1560.009440266192,1052.5579695538956,13762.107588799588
2025-02-09,1420.3907164294753,953.09704388873,12870.492633270902
2025-02-16,1480.45462900111,981.8254130167841,12583.03809449724
2025-02-23,1457.0723969411051,971.1546758920135,11319.962885560282
2025-03-02,1254.0433886539847,827.2605477640705,9264.976809230404
2025-03-09,1246.6731535374515,825.9935089554972,8837.15764687472
2025-03-16,1222.5001307164725,791.0471245019371,8767.04757521835
2025-03-23,1219.8506452200875,790.6427213984455,8290.337757420937
2025-03-30,1163.0606113712201,753.7104963064666,8039.5725200811185
2025-04-06,1153.273199519069,751.0129252251327,7735.879030034677
2025-04-13,1156.5362277785682,747.6866401407011,8532.950277171693
2025-04-20,1152.7431943135757,742.7383634750606,9010.35777800625
2025-04-27,1244.9642011715864,813.1512571543874,9625.074714919854
2025-05-04,1244.7273005634336,816.8549933537766,9483.213277337481
2025-05-11,1467.9246944431432,972.1590549434038,11409.787952570005
2025-05-18,1418.92833808763,942.2547545450653,10714.061807358888
2025-05-25,1469.907469636731,972.9709635528433,11361.53664557203
2025-06-01,1420.1586753986278,941.6514958590805,10107.934542360596
2025-06-08,1411.89050223122,940.4870721150581,9695.227064511533
2025-06-15,1399.7242591466552,934.5930612729496,9343.27639728126
2025-06-22,1331.6060809335588,886.2332858608834,8738.08304984936
2025-06-29,1408.2983718098565,938.575376168542,9733.273986357264
2025-07-06,1423.4734141363226,952.0721917917035,9529.31337614837
2025-07-13,1578.4302778532383,1070.419016175647,10372.267861219892
2025-07-20,1745.9919127956255,1191.2699616457949,11426.0948427938
2025-07-27,1792.4180386775113,1209.3502699674295,11929.005398751202
2025-08-03,1641.2813295362544,1112.5699825713045,10227.534864539448
2025-08-10,1837.4718977935818,1257.2709213112905,11613.488109699423
2025-08-17,1885.2102850305191,1282.4151151804672,12241.296539653173
2025-08-24,1946.0586752267948,1317.470782652669,13169.136747539596
2025-08-31,1851.3545905269218,1237.253339649543,13082.030747494628
2025-09-07,1846.1384756799248,1233.3905424472607,12922.013799263868
2025-09-14,2024.6723495722752,1341.4878662752735,15648.75421548642
2025-09-21,2057.932100258491,1330.5023748491335,15455.01995356273
2025-09-28,1891.3453107478417,1225.9622881547575,13130.422969741832
2025-10-05,2136.390190486154,1371.3375797192261,14710.396289484504
2025-10-12,1883.1710698837494,1192.799993677225,11191.655463458681
2025-10-19,1879.8026636323207,1193.8929738315614,12108.379235880846
2025-10-26,1950.0686394006368,1237.1305345075689,12512.938213867486
2025-11-02,1875.0978035984122,1191.3666116275256,11914.16511726206
