date,open,high,low,close,volume
2022-10-24 00:00:00+09:00,1343.61,1343.61,1343.61,1343.61,822740466.7
2022-10-31 00:00:00+09:00,1459.74,1619.55,1459.74,1572.69,9687092553
2022-11-07 00:00:00+09:00,1578.48,1644.78,1518.34,1568.1,6996396123
2022-11-14 00:00:00+09:00,1334.77,1334.77,1102.73,1243.28,1.299636542e+10
2022-11-21 00:00:00+09:00,1253.23,1253.23,1107.34,1107.34,4610694326
2022-11-28 00:00:00+09:00,1139.6,1205.6,1139.6,1167.77,3991241716
2022-12-05 00:00:00+09:00,1216.49,1295.59,1216.49,1259.41,4035595854
2022-12-12 00:00:00+09:00,1271.32,1280.18,1231.18,1275.4,2817475744
2022-12-19 00:00:00+09:00,1320.69,1320.69,1166.83,1167.82,4036508665
2022-12-26 00:00:00+09:00,1216.94,1228.11,1213.78,1228.11,2235609646
2023-01-02 00:00:00+09:00,1211.55,1214,1190.15,1214,1989580133
2023-01-09 00:00:00+09:00,1214.55,1320.39,1214.55,1320.39,2793933284
2023-01-16 00:00:00+09:00,1335.62,1576.94,1335.62,1576.94,6127288000
2023-01-23 00:00:00+09:00,1565.57,1658.52,1511.43,1626.29,5327560707
2023-01-30 00:00:00+09:00,1555.97,1644.72,1555.97,1566.2,5754438098
2023-02-06 00:00:00+09:00,1585.33,1666.38,1585.33,1614.29,4949706751
2023-02-13 00:00:00+09:00,1671.03,1671.03,1505.24,1505.24,5074923594
2023-02-20 00:00:00+09:00,1555.71,1703.27,1555.71,1703.27,6227344662
2023-02-27 00:00:00+09:00,1659.76,1659.76,1594.58,1633.45,5066010217
2023-03-06 00:00:00+09:00,1605.23,1665.22,1564.58,1565.84,4605463393
2023-03-13 00:00:00+09:00,1561.96,1673.45,1426.44,1673.45,9310600781
2023-03-20 00:00:00+09:00,1699.4,1789.27,1649.96,1732.78,9864735039
2023-03-27 00:00:00+09:00,1801.23,1813.79,1715.22,1715.22,7454039220
2023-04-03 00:00:00+09:00,1772.99,1821.52,1772.99,1810.51,6158950721
2023-04-10 00:00:00+09:00,1870.37,1910.2,1848.82,1910.2,5184619469
2023-04-17 00:00:00+09:00,1889.86,2118.67,1889.86,2074,7417878715
2023-04-24 00:00:00+09:00,2103.5,2103.5,1841.84,1841.84,7024501026
2023-05-01 00:00:00+09:00,1866.1,1908.68,1830.73,1830.73,6497190493
2023-05-08 00:00:00+09:00,1870.08,1993.3,1847.56,1847.56,6409006700
2023-05-15 00:00:00+09:00,1846.52,1846.52,1794.3,1816.2,5175291384
